fauteuils;entrees_2021;entrees_2020;proprietaire;part des seances de films Art et Essai;latitude;longitude;num_auto;region_administrative;code_INSEE;population_de_la_commune;departement;num_UU;unite_urbaine;population_unite_urbaine;situation_geographique;ecrans;semaines_d_activite;seances;evolution_entrees;tranche_d_entrees;categorie_Art_et_Essai;label_Art_et_Essai;zone_de_la_commune;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;PdM_en_entrees_des_films_francais;PdM_en_entrees_des_films_americains;PdM_en_entrees_des_films_europeens;PdM_en_entrees_des_autres_films;films_Art_et_Essai;PdM_en_entrees_des_films_Art_et_Essai
215;17 014;11 487;ASSOCIATION CONTRECHAMP;33;48.283143;-3.572343;86353;BRETAGNE;29024;7776;29;271;Carhaix-Plouguer;9558;06-autres communes et unités urbaines;1;32;628;48,1;De 10 à 20 000 entrées;E;RDJPPR;C;176;152;37;44,6;41,3;12,1;2,1;71;16,7
422;16 733;10 320;CINEGYR CARNAC;26,9;47.572383;-3.075775;86561;BRETAGNE;56034;4376;56;56215;Carnac;8270;06-autres communes et unités urbaines;2;23;687;62,1;De 10 à 20 000 entrées;E;;C;92;88;35;69,8;18,4;11,6;0,2;35;16,1
768;1 015;2 240;ASSOCIATION DEVELOPPEMENT CULTUREL CARQUEFOU;16,7;47.279819;-1.508095;86832;PAYS DE LA LOIRE;44026;20494;44;44701;Nantes;671849;04-Unités urbaines de 100 000 hbts ou plus;1;5;14;-54,7;Moins de 2000 entrées;NON;;B;14;12;0;43,2;40,9;15,9;0;2;10,2
386;6 325;3 238;COMMUNE DE RIVES-EN-SEINE;21,5;49.525593;0.72697;89481;NORMANDIE;76164;4269;76;76105;Caudebec-en-Caux;4269;06-autres communes et unités urbaines;1;32;353;95,3;De 5 à 10 000 entrées;E;;I;116;100;8;51,4;37,7;10,5;0,5;40;17,3
293;20 903;14 716;LOISIRS CULTURE LE SEVIGNE-CESSON;54,9;48.118209;-1.610628;93201;BRETAGNE;35051;17853;35;35701;Rennes;344195;04-Unités urbaines de 100 000 hbts ou plus;1;29;353;42;De 20 à 30 000 entrées;C;;B;136;104;7;67,2;20,5;11;1,3;60;49,5
393;4 844;2 648;CINEMA FAMILIAL DE CHALINDREY;10,1;47.803369;5.431466;94711;GRAND EST;52093;2473;52;52104;Chalindrey;3576;06-autres communes et unités urbaines;1;28;112;82,9;De 2 à 5 000 entrées;NON;;C;57;47;1;48,2;41,9;9;0,9;6;9
274;7 414;5 611;COMMUNE DE CHALONNES SUR LOIRE;43,3;47.353192;-0.764716;94922;PAYS DE LA LOIRE;49063;6700;49;49203;Chalonnes-sur-Loire;6700;06-autres communes et unités urbaines;1;29;265;32,1;De 5 à 10 000 entrées;E;;I;150;124;0;60,6;22,1;15,1;2,2;68;28,6
1601;106 360;72 285;CINE CHAMPAGNE                                                  ;12,2;48.940758;4.397745;94997;GRAND EST;51108;45490;51;51501;Châlons-en-Champagne;58301;05-Unités urbaines de 20 000 à 100 000 hbts;9;32;10 667;47,1;De 100 à 150 000 entrées;NON;;C;138;124;124;36,7;49;13;1,3;21;4,5
153;20 577;12 592;LA COMETE SCENE NATIONALE DE CHALONS EN CHAMPAGNE;93;48.956167;4.363554;95006;GRAND EST;51108;45490;51;51501;Châlons-en-Champagne;58301;05-Unités urbaines de 20 000 à 100 000 hbts;1;28;625;63,4;De 20 à 30 000 entrées;D;RDJPPR;C;149;91;4;69,8;8,9;16,3;5,1;82;94
1314;142 911;87 633;CHAMBLY CINEMA;6,7;49.155627;2.248819;95562;HAUTS DE FRANCE;60139;10307;60;459;Persan - Beaumont-sur-Oise;38645;05-Unités urbaines de 20 000 à 100 000 hbts;7;32;7 088;63,1;De 100 à 150 000 entrées;NON;;C;115;102;101;24,1;60,4;13,9;1,5;10;3,5
242;350;509;CINE-OFF OFFICE DEPART DEVELOPPEM CINEMA;25;47.341938;0.723719;96950;CENTRE-VAL DE LOIRE;37050;12001;37;37701;Tours;362653;04-Unités urbaines de 100 000 hbts ou plus;1;4;4;-31,2;Moins de 2000 entrées;NON;;B;4;4;0;100;0;0;0;1;5,7
520;43 500;26 833;CINE FRERES;26,2;49.191375;2.464237;99031;HAUTS DE FRANCE;60141;11230;60;60402;Chantilly;38415;05-Unités urbaines de 20 000 à 100 000 hbts;4;32;2 615;62,1;De 40 à 50 000 entrées;D;JPPR;C;122;102;73;47,5;39;12,8;0,7;35;20,3
189;4 289;4 115;ASSOCIATION JEANNE D ARC;47,7;47.270881;-1.337067;99631;PAYS DE LA LOIRE;44029;7030;44;44120;La Chapelle-Basse-Mer;7030;06-autres communes et unités urbaines;1;32;205;4,2;De 2 à 5 000 entrées;E;;I;118;102;1;68;19,8;10,3;1,8;59;37,8
2062;155 283;109 478;NORD EST CINEMA;20,2;49.773265;4.716286;102246;GRAND EST;8105;47519;8;8501;Charleville-Mézières;59348;05-Unités urbaines de 20 000 à 100 000 hbts;10;32;9 980;41,8;De 150 à 200 000 entrées;D;;C;194;168;144;36,9;48,9;12,8;1,4;59;8,5
2025;207 490;137 441;CINEPARADIS                                                     ;26,6;48.442342;1.489294;103166;CENTRE-VAL DE LOIRE;28085;39590;28;28501;Chartres;91240;05-Unités urbaines de 20 000 à 100 000 hbts;11;32;10 417;51;De 200 à 300 000 entrées;D;JPPR;C;240;190;175;36,8;48,1;13,8;1,3;78;12,7
249;10 852;9 311;FEDERATION ESPERANCE CHARTRES DE BRETAGNE;43,3;48.040732;-1.692346;103201;BRETAGNE;35066;8154;35;35701;Rennes;344195;04-Unités urbaines de 100 000 hbts ou plus;1;25;227;16,6;De 10 à 20 000 entrées;C;;B;105;92;7;74,4;16,3;8,5;0,8;45;39,1
221;13 370;8 052;ASSOCIATION ETOILE CINEMA;28,4;48.110334;-1.405013;104032;BRETAGNE;35068;7393;35;35214;Châteaubourg;9481;06-autres communes et unités urbaines;1;32;257;66;De 10 à 20 000 entrées;E;;C;124;101;7;47,9;41,9;8,8;1,3;40;14,5
748;41 625;35 182;EMERAUDE CINEMAS;15,7;47.721188;-1.376037;104051;PAYS DE LA LOIRE;44036;12506;44;44302;Châteaubriant;12506;06-autres communes et unités urbaines;4;30;2 168;18,3;De 40 à 50 000 entrées;E;JP;I;137;111;65;48,8;39,7;10,4;1,1;44;7,1
127;7 353;6 777;CINE-OFF;57,7;47.696864;0.415325;104164;PAYS DE LA LOIRE;72071;6315;72;72204;Château-du-Loir;7570;06-autres communes et unités urbaines;1;29;273;8,5;De 5 à 10 000 entrées;E;RDJPPR;C;89;70;3;79,3;13,2;5,1;2,4;44;43,1
412;29 752;18 117;BENTABET HOCINE;8,4;48.071336;1.331864;104181;CENTRE-VAL DE LOIRE;28088;13413;28;28302;Châteaudun;17733;06-autres communes et unités urbaines;3;32;1 894;64,2;De 20 à 30 000 entrées;E;JPPR;C;115;97;76;44,3;44,8;10,4;0,5;19;4,7
182;8 350;8 593;CASTEL CINEMA;29,1;48.045827;-1.499092;104282;BRETAGNE;35069;10384;35;35217;Châteaugiron;14053;06-autres communes et unités urbaines;1;28;201;-2,8;De 5 à 10 000 entrées;E;;C;113;95;0;56,3;31,7;11,3;0,6;31;23
445;50 145;29 908;LES 3 J;16,1;47.826896;-0.705609;104301;PAYS DE LA LOIRE;53062;17576;53;53302;Château-Gontier;17576;06-autres communes et unités urbaines;3;32;1 908;67,7;De 50 à 80 000 entrées;E;JP;C;184;137;76;50,4;39,2;10;0,3;44;9,1
194;11 111;5 337;LES CINEMAS DE L ODET;31,3;48.194912;-4.094078;104391;BRETAGNE;29026;5629;29;29204;Châteaulin;6031;06-autres communes et unités urbaines;1;32;461;108,2;De 10 à 20 000 entrées;E;JPPR;C;147;130;5;46,1;39,5;14,2;0,2;48;18,3
62;6 315;4 777;VOX POPULI                                                      ;48,4;47.931476;2.928439;104801;CENTRE-VAL DE LOIRE;45083;2188;45;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;32;525;32,2;De 5 à 10 000 entrées;E;JPPR;R;122;92;1;65;24,9;8,6;1,5;52;39,8
216;11 901;8 906;ASSOCIATION CENTRE CULTUREL DE CHATEAU RENAULT;31,3;47.592055;0.915712;104851;CENTRE-VAL DE LOIRE;37063;5023;37;37203;Château-Renault;7311;06-autres communes et unités urbaines;1;28;583;33,6;De 10 à 20 000 entrées;E;JPPR;C;128;102;11;60,7;32,1;6,6;0,6;45;16,4
328;13 062;14 347;ASSOCIATION POUR LA GESTION DES ESPACES CULTURELS;99,3;46.810828;1.697689;104863;CENTRE-VAL DE LOIRE;36044;44996;36;36501;Châteauroux;62437;05-Unités urbaines de 20 000 à 100 000 hbts;1;30;923;-9;De 10 à 20 000 entrées;D;RDJPPR;C;96;62;23;70,3;6,6;16,5;6,6;61;99,8
1078;94 732;61 052;CINEMOVIDA;21,5;46.808819;1.690195;104881;CENTRE-VAL DE LOIRE;36044;44996;36;36501;Châteauroux;62437;05-Unités urbaines de 20 000 à 100 000 hbts;8;32;8 162;55,2;De 80 à 100 000 entrées;D;;C;168;138;126;41;45,8;11,8;1,4;53;8,1
576;45 017;27 534;CINEMA THEATRE JEAN DE LA FONTAINE;8,2;49.046046;3.402936;104994;HAUTS DE FRANCE;2168;15717;2;2401;Château-Thierry;23069;05-Unités urbaines de 20 000 à 100 000 hbts;4;32;2 374;63,5;De 40 à 50 000 entrées;D;JP;C;107;85;58;33,9;54,5;11;0,6;22;4,8
199;4 091;2 141;ASSOCIATION CULTURELLE DU VENDELAIS;48,7;48.22475;-1.179471;105931;BRETAGNE;35072;1717;35;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;26;221;91,1;De 2 à 5 000 entrées;E;JP;R;106;85;0;63,5;23,7;11,7;1,1;45;24,8
193;5 685;4 537;GODET DIDIER;26,7;48.7407435;2.764804799999979;106291;CENTRE-VAL DE LOIRE;36046;4158;36;36202;La Châtre;6870;06-autres communes et unités urbaines;1;30;246;25,3;De 5 à 10 000 entrées;E;;C;56;48;1;73,6;16,3;9,2;0,8;14;18
1134;90 202;58 762;LES ECRANS DE CHAUMONT;26,2;48.110117;5.13491;107043;GRAND EST;52121;23188;52;52401;Chaumont;24403;05-Unités urbaines de 20 000 à 100 000 hbts;8;32;6 737;53,5;De 80 à 100 000 entrées;D;RDJP;C;228;200;161;47,2;39,5;12,4;0,9;84;12,1
380;25 050;13 421;ECRANPIC;11;49.622785;3.220456;107251;HAUTS DE FRANCE;2173;12209;2;2303;Chauny;17974;06-autres communes et unités urbaines;3;32;2 371;86,6;De 20 à 30 000 entrées;E;JP;C;153;136;97;33,7;52,7;13;0,6;36;4,3
198;5 132;4 600;ABC49 LES AMIS DU BON CINEMA;27;47.212271;-0.72686;108932;PAYS DE LA LOIRE;49092;21583;49;49210;Chemillé;21583;05-Unités urbaines de 20 000 à 100 000 hbts;1;29;227;11,6;De 5 à 10 000 entrées;D;;I;91;78;0;62,7;28,3;8,7;0,3;29;15,2
1025;27 526;23 035;SOCIETE RENNAISE DE DIFFUSION CINEMATOGRAPHIQUE;94,4;49.638968;-1.621407;109792;NORMANDIE;50129;81521;50;50501;Cherbourg-Octeville;84421;05-Unités urbaines de 20 000 à 100 000 hbts;5;32;4 690;19,5;De 20 à 30 000 entrées;B;RDJPPR;C;275;190;181;65;15,6;13,3;6,1;167;93,6
2487;171 648;110 875;MONCHERBOURG                                                    ;11,6;49.642211;-1.613365;109836;NORMANDIE;50129;81521;50;50501;Cherbourg-Octeville;84421;05-Unités urbaines de 20 000 à 100 000 hbts;12;32;14 190;54,8;De 150 à 200 000 entrées;NON;;C;164;145;144;37,3;48,8;12,8;1,1;27;5,7
350;12 657;12 354;ASSOCIATION CINEMA LE RABELAIS;36,6;47.16663;0.240401;111621;CENTRE-VAL DE LOIRE;37072;8483;37;37205;Chinon;10294;06-autres communes et unités urbaines;1;13;288;2,5;De 10 à 20 000 entrées;E;JPPR;C;86;60;11;61,2;26,3;12;0,6;34;21,4
1460;162 419;118 531;CHOLET CINE;22,5;47.061739;-0.881773;112095;PAYS DE LA LOIRE;49099;56127;49;49501;Cholet;60412;05-Unités urbaines de 20 000 à 100 000 hbts;10;32;12 041;37;De 150 à 200 000 entrées;D;RDJPPR;C;215;181;165;42,3;43,8;12,7;1,2;76;10,6
110;11 897;8 202;COMMUNE DE CLERMONT;29,7;49.377974;2.414916;114523;HAUTS DE FRANCE;60157;10403;60;60401;Clermont;22096;05-Unités urbaines de 20 000 à 100 000 hbts;1;30;493;45;De 10 à 20 000 entrées;D;JPPR;C;122;103;1;43,4;44,7;11,2;0,8;35;18,9
432;31 452;22 470;CINEMA LE CONNETABLE;38,7;47.083295;-1.287262;115334;PAYS DE LA LOIRE;44043;7639;44;365;Clisson;20153;05-Unités urbaines de 20 000 à 100 000 hbts;2;32;809;40;De 30 à 40 000 entrées;E;JP;C;183;152;57;48;36,6;14,1;1,3;75;25,7
296;17 229;12 346;ASSOCIATION LA CHATEAUBRIAND;36,7;48.412765;-1.750635;117742;BRETAGNE;35085;6088;35;35205;Combourg;6088;06-autres communes et unités urbaines;2;32;953;39,6;De 10 à 20 000 entrées;E;RDJP;I;202;180;33;50,9;35,8;11,4;1,9;83;22,7
801;80 118;53 413;SOCIETE DES CINEMAS CELTIC;12,5;47.899073;-3.909554;118495;BRETAGNE;29039;20354;29;29404;Concarneau;27617;05-Unités urbaines de 20 000 à 100 000 hbts;5;32;4 173;50;De 80 à 100 000 entrées;D;JP;C;133;102;78;45,1;42,9;10,8;1,1;33;10,8
381;9 575;6 787;LES FEUX DE LA RAMPE;28;48.8506;-0.551002;119054;NORMANDIE;14174;6800;14;262;Condé-sur-Noireau;8233;06-autres communes et unités urbaines;1;32;400;41,1;De 5 à 10 000 entrées;E;JP;C;118;94;1;53,2;37,3;8,6;0,9;35;15,1
340;5 146;4 174;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;41;49.06477;-1.036857;119122;NORMANDIE;50139;4193;50;50106;Condé-sur-Vire;4193;06-autres communes et unités urbaines;1;30;146;23,3;De 5 à 10 000 entrées;E;JP;I;64;45;0;74,2;24;1,8;0;19;27
338;2 429;2 036;VILLE DE CORBIE                                                 ;37,5;49.908852;2.515061;120434;HAUTS DE FRANCE;80212;6386;80;80208;Corbie;8231;06-autres communes et unités urbaines;1;15;27;19,3;De 2 à 5 000 entrées;NON;;C;21;14;0;94;0;6;0;6;33,2
100;16 096;12 410;CINE RURAL 60;12,9;49.412798;1.840232;122720;HAUTS DE FRANCE;60164;893;60;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;27;478;29,7;De 10 à 20 000 entrées;E;JPPR;R;63;42;0;50,8;38,7;10,6;0;7;7,9
240;9 171;5 432;SOCIETE NORMANDE D EXPLOITATION INDUSTRIELLE ET COMMERCIALE;24,6;49.334767;-0.457474;125513;NORMANDIE;14191;4297;14;14118;Courseulles-sur-Mer;4297;06-autres communes et unités urbaines;1;31;342;68,8;De 5 à 10 000 entrées;E;;I;113;104;1;57,3;30,2;11,8;0,7;40;16,2
272;33 190;20 382;SOCIETE DU CINEMA MAJESTIC DE COUTANCES;29,7;49.050552;-1.444356;126311;NORMANDIE;50147;9641;50;50206;Coutances;10070;06-autres communes et unités urbaines;2;32;1 410;62,8;De 30 à 40 000 entrées;E;RDJPPR;C;157;133;44;42;45,1;12,6;0,3;65;14,6
270;6 030;5 271;ESPACE PONTHIEU MARQUENTERRE;20,3;50.253278;1.884465;127571;HAUTS DE FRANCE;80222;1432;80;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;32;283;14,4;De 5 à 10 000 entrées;E;JP;R;82;71;1;44,9;42;12,7;0,4;17;7,6
749;3 742;1 446;OFFICE MUNICIPAL CULTUREL DE CREIL;77,9;49.259398;2.472183;127661;HAUTS DE FRANCE;60175;36055;60;60601;Creil;123453;04-Unités urbaines de 100 000 hbts ou plus;1;23;132;158,8;De 2 à 5 000 entrées;NON;;C;78;63;1;45,9;36,2;12;5,9;48;65,5
548;56 597;36 329;AMBIANCE COMPIEGNOISE;11,2;49.231725;2.890294;128114;HAUTS DE FRANCE;60176;15063;60;60303;Crépy-en-Valois;15063;06-autres communes et unités urbaines;4;32;3 063;55,8;De 50 à 80 000 entrées;D;JP;I;145;126;65;31,3;56;11,8;0,9;49;5,8
247;16 504;9 788;SOCIETE RENNAISE DE DIFFUSION CINEMATOGRAPHIQUE;43,8;47.292765;-2.509877;129441;PAYS DE LA LOIRE;44049;4176;44;44601;Saint-Nazaire;158390;04-Unités urbaines de 100 000 hbts ou plus;1;32;605;68,6;De 10 à 20 000 entrées;C;;B;164;137;22;70,3;19;9,3;1,5;65;43,3
177;11 648;8 738;LES FEUX DE LA RAMPE;27,6;48.242699;-4.494348;130633;BRETAGNE;29042;7635;29;29212;Crozon;7635;06-autres communes et unités urbaines;1;32;391;33,3;De 10 à 20 000 entrées;E;JP;I;114;96;34;60,2;29,9;9,6;0,3;35;17,5
151;7 096;4 196;CINE DAMGAN                                                     ;22,9;47.520393;-2.585183;133141;BRETAGNE;56052;1796;56;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;32;237;69,1;De 5 à 10 000 entrées;E;;R;106;95;7;57,9;34,6;7,2;0,3;35;13,4
189;4 564;2 010;LES CINEMAS GIENNOIS;22;47.766235;2.572005;133381;CENTRE-VAL DE LOIRE;45122;1517;45;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;28;304;127,1;De 2 à 5 000 entrées;NON;;R;119;114;22;43,7;41,6;13,7;1;37;9,5
777;54 044;32 240;EXPLOITATIONS CINEMATOGRAPHIQUE LECHANTEUR PERE ET FILS;17,2;49.356857;0.072039;136672;NORMANDIE;14220;3655;14;14402;Dives-sur-Mer;34448;05-Unités urbaines de 20 000 à 100 000 hbts;4;32;2 042;67,6;De 50 à 80 000 entrées;NON;;C;64;53;48;62,4;23,8;13,8;0;13;12,4
167;5 358;3 097;COMMUNE DE DESCARTES;23,8;46.974658;0.698463;137481;CENTRE-VAL DE LOIRE;37115;3489;37;255;Descartes;5595;06-autres communes et unités urbaines;1;32;294;73;De 5 à 10 000 entrées;E;;C;100;85;5;65,2;25,7;8,5;0,6;29;12,9
578;14 028;13 125;CENTRE ANIMATION CULTUREL JEAN RENOIR;94,9;49.923374;1.081518;138345;NORMANDIE;76217;29039;76;76404;Dieppe;36423;05-Unités urbaines de 20 000 à 100 000 hbts;1;32;584;6,9;De 10 à 20 000 entrées;D;RDJPPR;C;110;52;9;55,8;21,3;19;3,9;44;90,5
1319;111 068;71 197;CINE DIEPPE;18,1;49.921565;1.079726;138352;NORMANDIE;76217;29039;76;76404;Dieppe;36423;05-Unités urbaines de 20 000 à 100 000 hbts;8;32;6 271;56;De 100 à 150 000 entrées;NON;;C;169;152;135;43,4;43,5;12,4;0,7;46;8,2
821;95 799;77 116;EMERAUDE CINEMAS;23,3;48.461416;-2.047138;138901;BRETAGNE;22050;14867;22;22402;Dinan;29139;05-Unités urbaines de 20 000 à 100 000 hbts;5;32;3 317;24,2;De 80 à 100 000 entrées;D;JPPR;C;198;157;111;46,6;41,1;11,4;1;71;16,1
499;26 364;25 392;EMERAUDE CINEMAS;74,4;48.635211;-2.055645;138922;BRETAGNE;35093;10674;35;458;Dinard;34612;05-Unités urbaines de 20 000 à 100 000 hbts;2;30;1 155;3,8;De 20 à 30 000 entrées;D;;C;127;103;75;72,7;10,4;14,5;2,5;76;64,8
290;12 794;10 795;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;50;49.286704;-0.099295;139232;NORMANDIE;14225;5589;14;14402;Dives-sur-Mer;34448;05-Unités urbaines de 20 000 à 100 000 hbts;1;31;542;18,5;De 10 à 20 000 entrées;D;JP;C;117;101;6;49,1;33,2;11,2;6,6;55;41,4
271;21 317;15 603;CINE DOL                                                        ;21,1;48.546939;-1.753756;139503;BRETAGNE;35095;6027;35;35131;Dol-de-Bretagne;6027;06-autres communes et unités urbaines;2;32;969;36,6;De 20 à 30 000 entrées;NON;;I;138;116;51;52;35,7;11,8;0,5;40;11,6
165;3 668;743;LIGUE DE L' ENSEIGNEMENT DE NORMANDIE;44,1;48.592827;-0.642599;140082;HAUTS DE FRANCE;60200;317;60;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;29;207;393,7;De 2 à 5 000 entrées;NON;;R;103;79;0;70,9;16,7;11,8;0,6;36;35,1
274;1 489;1 549;ASSOCIATION CINE DONGES;14,6;47.319099;-2.074953;141031;PAYS DE LA LOIRE;44052;8130;44;44601;Saint-Nazaire;158390;04-Unités urbaines de 100 000 hbts ou plus;1;16;90;-3,9;Moins de 2000 entrées;NON;;B;51;51;1;47,4;45,8;6,9;0;8;6,6
256;20 628;16 065;STUDIO 43;73;48.091511;-4.330601;141711;BRETAGNE;29046;14383;29;29307;Douarnenez;14383;06-autres communes et unités urbaines;1;32;752;28,4;De 20 à 30 000 entrées;E;RDJPPR;I;162;123;7;66;19,2;9,7;5,1;89;76,3
364;1 013;75;LES TOILES DE MER;26;48.088483;-4.329101;141712;BRETAGNE;29046;14383;29;29307;Douarnenez;14383;06-autres communes et unités urbaines;2;2;51;1 250,70;Moins de 2000 entrées;NON;;I;6;6;2;39,2;59,3;1,5;0;2;13,2
98;6 760;4 883;RD DIFFUSION;15,1;50.159213;2.335821;142082;HAUTS DE FRANCE;80253;6238;80;80204;Doullens;6653;06-autres communes et unités urbaines;1;31;335;38,4;De 5 à 10 000 entrées;E;;C;90;82;0;49,6;40,6;8,5;1,4;15;6,1
260;16 455;12 815;ASSOCIATION FOYER RURAL DE DOUVRES;40;49.295699;-0.380152;142371;NORMANDIE;14228;5203;14;14302;Douvres-la-Délivrande - Luc-sur-Mer;15085;06-autres communes et unités urbaines;1;32;601;28,4;De 10 à 20 000 entrées;E;JP;C;135;110;13;65,6;21,6;11,9;0,8;53;26,4
200;5 102;5 644;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;44,3;49.3091816;-0.9051690000000008;142522;NORMANDIE;14711;929;14;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;29;157;-9,6;De 5 à 10 000 entrées;E;JP;R;69;47;0;68,1;24,3;7,2;0,4;22;31,9
1544;149 620;100 581;SOCIETE NOUVELLE DES CINEMAS DE DREUX;25;48.731866;1.361178;142995;CENTRE-VAL DE LOIRE;28134;31194;28;28401;Dreux;49530;05-Unités urbaines de 20 000 à 100 000 hbts;9;32;9 334;48,8;De 100 à 150 000 entrées;D;PR;C;240;185;164;32,5;53;13,3;1,2;74;8,2
957;58 024;37 998;SOCIETE NOUVELLE DES CINEMAS D'ELBEUF;19,3;49.287936;1.008591;146393;NORMANDIE;76231;16329;76;755;Rouen;477226;04-Unités urbaines de 100 000 hbts ou plus;5;32;3 950;52,7;De 50 à 80 000 entrées;C;JP;B;212;167;86;35,9;53,3;9,3;1,4;80;8,8
1070;77 679;49 771;CINEMA PALACE;22;49.04567;3.958674;147971;GRAND EST;51230;22810;51;51401;Épernay;30138;05-Unités urbaines de 20 000 à 100 000 hbts;7;32;4 784;56,1;De 50 à 80 000 entrées;D;JPPR;C;168;139;115;39,6;45,2;14,6;0,5;48;8,9
544;9 568;7 182;COMMUNE D'EPERNON;18,8;48.605997;1.675422;148024;CENTRE-VAL DE LOIRE;28140;5659;28;355;Épernon;12528;06-autres communes et unités urbaines;1;28;154;33,2;De 5 à 10 000 entrées;NON;;C;70;55;0;63,2;28,5;8,3;0;11;11,4
280;14 833;10 179;ASSOCIATION DU CINEMA LE PALACE;42;49.6480683;-1.6539331999999831;148811;NORMANDIE;50129;81521;50;50501;Cherbourg-Octeville;84421;05-Unités urbaines de 20 000 à 100 000 hbts;1;30;743;45,7;De 10 à 20 000 entrées;D;JP;C;169;132;4;57,7;26,2;14,3;1,9;70;27,2
254;6 454;2 443;COMMUNE D ERNEE;31,3;48.298541;-0.935976;149362;PAYS DE LA LOIRE;53096;5808;53;53202;Ernée;5808;06-autres communes et unités urbaines;1;32;354;164,2;De 5 à 10 000 entrées;E;;I;160;127;0;66,5;23,2;8,9;1,4;59;13,9
245;9 689;6 037;ASSOCIATION CATHOLIQUE DES CHEFS DE FAMILLE D ERQUY;45,4;48.63121;-2.463964;149552;BRETAGNE;22054;4008;22;22114;Erquy;4008;06-autres communes et unités urbaines;1;32;258;60,5;De 5 à 10 000 entrées;E;JPPR;I;144;114;6;68,7;18;7,9;5,4;62;40,2
142;3 331;2 757;BOUCHERON JEAN LEON;61,7;48.626357;-2.833902;152732;BRETAGNE;22055;7223;22;22302;Binic;13348;06-autres communes et unités urbaines;1;32;152;20,8;De 2 à 5 000 entrées;E;;C;121;106;0;55;22,7;19,3;3,1;66;56,1
212;11 400;8 288;QUAI DES DUNES;44,5;47.654375;-3.202141;153083;BRETAGNE;56055;2196;56;56217;Belz;9836;06-autres communes et unités urbaines;1;32;383;37,5;De 10 à 20 000 entrées;E;RDJPPR;C;224;176;4;51,2;29,6;15,2;4;107;35,2
2395;212 683;152 244;PATHE EVREUX;25;49.028048;1.145355;154393;NORMANDIE;27229;47936;27;27501;Évreux;59519;05-Unités urbaines de 20 000 à 100 000 hbts;10;32;9 883;39,7;De 200 à 300 000 entrées;D;RDPR;C;241;194;164;39,3;46,8;12,7;1,1;90;14,1
447;23 525;13 709;AMNESIA CORP;25,1;48.155173;-0.401505;154444;PAYS DE LA LOIRE;53097;8833;53;53203;Évron;8833;06-autres communes et unités urbaines;3;32;2 017;71,6;De 20 à 30 000 entrées;E;RDJPPR;I;210;155;22;52,2;34,9;12,2;0,8;66;11,7
198;16 353;10 929;ENTRACT ANIMATION;39,3;48.895422;-0.199598;155414;NORMANDIE;14258;8351;14;14205;Falaise;8351;06-autres communes et unités urbaines;1;32;557;49,6;De 10 à 20 000 entrées;E;JPPR;I;138;105;9;57,1;32,1;9,7;1,1;50;20,5
192;4 719;3 731;CINEMA ELLE;33,5;48.033874;-3.488682;155711;BRETAGNE;56057;2848;56;56109;Le Faouët;2848;06-autres communes et unités urbaines;1;30;238;26,5;De 2 à 5 000 entrées;E;JP;I;120;102;2;58,5;29,5;11,1;0,9;44;21,1
21;6 689;5 508;NORD OUEST EXPLOITATION CINEMAS;10,5;49.65116;0.591603;156393;NORMANDIE;76258;4278;76;76102;Fauville-en-Caux;4278;06-autres communes et unités urbaines;1;31;225;21,4;De 5 à 10 000 entrées;E;;I;71;57;0;65,7;28,9;5,4;0;14;5,3
710;65 655;41 606;CARPENTIER MARIE-THERESE;17,7;49.757837;0.37728;157231;NORMANDIE;76259;18540;76;76403;Fécamp;20291;05-Unités urbaines de 20 000 à 100 000 hbts;4;32;3 280;57,8;De 50 à 80 000 entrées;D;JP;C;198;154;74;46;43,4;9,6;1;73;12,6
232;21 563;14 749;ASSOCIATION LOISIRS ET CULTURE;24,4;48.187045;0.653774;158701;PAYS DE LA LOIRE;72132;9189;72;72301;La Ferté-Bernard;11976;06-autres communes et unités urbaines;2;32;1 239;46,2;De 20 à 30 000 entrées;E;RDJP;C;152;134;62;54,4;35,4;9,3;0,9;60;12,1
182;9 966;7 214;ASSOCIATION OFFICE FERTOIS CULTURE ET LOISIRS;35;48.5905665;-0.3580058000000008;158783;NORMANDIE;61168;5609;61;61202;La Ferté-Macé;5609;06-autres communes et unités urbaines;1;32;579;38,1;De 5 à 10 000 entrées;E;RDJPPR;I;178;129;10;55,7;28,5;13,5;2,4;58;23,4
