fauteuils;entrees_2021;entrees_2020;proprietaire;part des seances de films Art et Essai;latitude;longitude;num_auto;region_administrative;code_INSEE;population_de_la_commune;departement;num_UU;unite_urbaine;population_unite_urbaine;situation_geographique;ecrans;semaines_d_activite;seances;evolution_entrees;tranche_d_entrees;categorie_Art_et_Essai;label_Art_et_Essai;zone_de_la_commune;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;PdM_en_entrees_des_films_francais;PdM_en_entrees_des_films_americains;PdM_en_entrees_des_films_europeens;PdM_en_entrees_des_autres_films;films_Art_et_Essai;PdM_en_entrees_des_films_Art_et_Essai
265;35 982;36 654;UTOPIA SAINTE BERNADETTE;94,5;43.628684;3.868881;275205;OCCITANIE;34172;293410;34;34701;Montpellier;455313;04-Unités urbaines de 100 000 hbts ou plus;3;32;2 919;-1,8;De 30 à 40 000 entrées;A;RDJPPR;C;201;118;22;63,9;12,3;14,1;9,6;110;94,4
1113;148 926;79 199;GAUMONT;16,6;43.609061;3.880069;275273;OCCITANIE;34172;293410;34;34701;Montpellier;455313;04-Unités urbaines de 100 000 hbts ou plus;8;32;7 778;88;De 100 à 150 000 entrées;NON;;C;188;144;106;35,8;46,6;15,9;1,7;50;14,2
3919;570 231;360 348;GAUMONT;18,7;43.603985;3.91557;275311;OCCITANIE;34172;293410;34;34701;Montpellier;455313;04-Unités urbaines de 100 000 hbts ou plus;17;32;17 302;58,2;De 450 à 700 000 entrées;NON;;C;202;173;169;29,8;54,8;14,2;1,3;57;12,7
107;11 265;10 153;VILLE DE MONTPELLIER                                            ;77,5;43.61435;3.828731;275334;OCCITANIE;34172;293410;34;34701;Montpellier;455313;04-Unités urbaines de 100 000 hbts ou plus;1;32;979;11;De 10 à 20 000 entrées;A;RDJPPR;C;177;124;4;63,6;10,8;18,8;6,8;97;76,2
88;4 506;3 163;VILLE DE MONTPELLIER;9,5;43.624323;3.817591;275336;OCCITANIE;34172;293410;34;34701;Montpellier;455313;04-Unités urbaines de 100 000 hbts ou plus;1;32;463;42,5;De 2 à 5 000 entrées;NON;;C;85;61;0;36;46,3;17,7;0;9;15,2
200;559;741;ABC CINEMA SARL;22,2;43.620396;6.969027;279662;PROVENCE-ALPES-COTE D'AZUR;6084;10207;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;1;8;9;-24,6;Moins de 2000 entrées;NON;;B;8;8;1;91,2;8,8;0;0;1;21,1
846;112 743;80 956;SARL DES CINEMAS DE LA ROSIERE                                  ;22,7;43.617882;6.97286;279663;PROVENCE-ALPES-COTE D'AZUR;6084;10207;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;5;32;4 695;39,3;De 100 à 150 000 entrées;C;;B;127;112;84;35,6;51,1;13,2;0,1;47;13,5
1258;148 166;95 690;SOCIETE NARBONNAISE DE SPECTACLES;11,9;43.163076;2.984491;285966;OCCITANIE;11262;56550;11;11502;Narbonne;56550;05-Unités urbaines de 20 000 à 100 000 hbts;9;32;10 571;54,8;De 100 à 150 000 entrées;NON;;I;140;122;123;34,2;52;12,7;1,1;19;6,6
260;11 278;12 872;REGAIN;95,3;43.180232;3.014167;285975;OCCITANIE;11262;56550;11;11502;Narbonne;56550;05-Unités urbaines de 20 000 à 100 000 hbts;1;28;407;-12,4;De 10 à 20 000 entrées;D;RDJP;I;116;79;14;67;9,7;14,7;8,5;74;96,3
703;43 611;39 934;CINEMA RIALTO;97,5;43.696032;7.258586;290022;PROVENCE-ALPES-COTE D'AZUR;6088;343889;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;5;32;5 459;9,2;De 40 à 50 000 entrées;A;RD;C;114;97;97;58,9;13,9;18,4;8,8;93;98,9
1108;66 499;36 562;CINEMA CASINO DES VARIETES;17,2;43.699902;7.26609;290032;PROVENCE-ALPES-COTE D'AZUR;6088;343889;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;7;32;7 566;81,9;De 50 à 80 000 entrées;NON;;C;94;89;89;43;40,2;16,4;0,4;14;17,7
1366;112 274;101 738;PATHE NICE;54;43.702059;7.266941;290044;PROVENCE-ALPES-COTE D'AZUR;6088;343889;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;7;32;7 140;10,4;De 100 à 150 000 entrées;NON;;C;143;124;109;59,3;28,7;11;0,9;68;41,8
149;3 649;1 878;ESPACE MAGNAN;100;43.692782;7.245773;290063;PROVENCE-ALPES-COTE D'AZUR;6088;343889;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;1;14;106;94,3;De 2 à 5 000 entrées;NON;;C;32;1;0;0;0;100;0;1;100
154;22 870;27 523;DEPARTEMENT DES ALPES MARITIMES;79,1;43.700772;7.280789;290093;PROVENCE-ALPES-COTE D'AZUR;6088;343889;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;3;27;2 272;-16,9;De 20 à 30 000 entrées;A;RDJP;C;276;217;67;67,4;11,8;11,3;9,6;161;73,9
2816;303 791;223 424;EUROPALACES NICE BOULOGNE;12,2;43.671643;7.203332;290191;PROVENCE-ALPES-COTE D'AZUR;6088;343889;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;13;32;13 062;36;De 300 à 450 000 entrées;NON;;C;153;137;137;28,2;55,2;15,8;0,8;24;6,9
1537;295 956;188 260;PATHE NICE GARE DU SUD;10,5;43.709724;7.261413;290388;PROVENCE-ALPES-COTE D'AZUR;6088;343889;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;9;32;9 030;57,2;De 200 à 300 000 entrées;NON;;C;165;133;84;30,3;53,7;14,6;1,4;45;11
571;95 475;89 652;LE SEMAPHORE;97,4;43.833909;4.357425;290975;OCCITANIE;30189;151875;30;30601;Nîmes;187346;04-Unités urbaines de 100 000 hbts ou plus;6;32;6 757;6,5;De 80 à 100 000 entrées;B;RDJPPR;C;266;168;149;63,6;15;15,2;6,2;160;97,6
2928;251 942;173 839;FORUM KINEPOLIS;13;43.814338;4.367462;291014;OCCITANIE;30189;151875;30;30601;Nîmes;187346;04-Unités urbaines de 100 000 hbts ou plus;12;32;11 547;44,9;De 200 à 300 000 entrées;NON;;C;174;149;146;28,8;55,3;14,8;1,1;30;5,9
1604;121 505;69 534;CAP CINEMA NUMES;6,7;43.856426;4.403645;291027;OCCITANIE;30189;151875;30;30601;Nîmes;187346;04-Unités urbaines de 100 000 hbts ou plus;10;32;11 809;74,7;De 100 à 150 000 entrées;NON;;C;144;127;124;31,4;53,2;13,2;2,2;13;5
161;1 914;1 647;LE CINOCHE                                                      ;50;43.875599;4.9035;294314;PROVENCE-ALPES-COTE D'AZUR;13066;5935;13;754;Avignon;467426;04-Unités urbaines de 100 000 hbts ou plus;1;25;104;16,2;Moins de 2000 entrées;NON;;B;93;69;0;61,6;21,2;15;2,3;34;37,5
283;18 781;15 081;CINE FORUM;15,4;44.137785;4.809487;297871;PROVENCE-ALPES-COTE D'AZUR;84087;29587;84;754;Avignon;467426;04-Unités urbaines de 100 000 hbts ou plus;3;26;1 880;24,5;De 10 à 20 000 entrées;C;;B;94;84;40;44,4;45,8;8,3;1,4;27;9,9
244;4 126;5 600;CINE GUIL;11,2;44.708057;6.341919;298142;PROVENCE-ALPES-COTE D'AZUR;5096;688;5;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;2;12;364;-26,3;De 2 à 5 000 entrées;NON;;R;35;34;8;30,9;59;9,6;0,4;7;3,4
255;3 952;6 429;CINEMAS G LAMIC;6,1;44.493107;6.556982;299451;PROVENCE-ALPES-COTE D'AZUR;5098;569;5;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;13;101;-38,5;De 2 à 5 000 entrées;NON;;R;44;42;18;39,8;49,4;10,8;0;4;0,8
216;3 735;3 560;SYNDICAT INTERCOMMUNAL POUR LA VALORISA DU PATRIMOINE CERDAN;19,6;42.4151068;1.9811399999999821;300171;OCCITANIE;66130;1410;66;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;28;170;4,9;De 2 à 5 000 entrées;E;;R;102;92;0;45;43,6;10,4;1;24;15,1
212;1 783;2 245;CINE PLAN;40,4;43.527952;3.931577;302596;OCCITANIE;34192;5944;34;34206;Palavas-les-Flots;5944;06-autres communes et unités urbaines;1;27;143;-20,6;Moins de 2000 entrées;NON;;I;42;32;0;72,6;17,2;10,2;0;13;36,9
127;3 206;0;COMMUNE DE LA PENNE SUR HUVEAUNE;42,8;43.28176;5.511895;306453;PROVENCE-ALPES-COTE D'AZUR;13070;6506;13;759;Marseille - Aix-en-Provence;1619129;04-Unités urbaines de 100 000 hbts ou plus;1;28;500;#DIV/0!;De 2 à 5 000 entrées;NON;;B;69;56;1;61;28,7;10,2;0;24;28,5
3507;614 903;409 833;SOCIETE IMMOBILIERE DU PATHE PALACE;13;43.413496;5.356466;306521;PROVENCE-ALPES-COTE D'AZUR;13071;21702;13;759;Marseille - Aix-en-Provence;1619129;04-Unités urbaines de 100 000 hbts ou plus;16;32;16 825;50;De 450 à 700 000 entrées;NON;;B;175;155;153;25,8;58,5;14,7;1;39;7
251;3 280;5 556;TOURNEE FAMILIA;9,2;44.0967176;6.928323500000033;306601;PROVENCE-ALPES-COTE D'AZUR;6094;789;6;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;10;142;-41;De 2 à 5 000 entrées;NON;;R;39;39;1;37,6;53,6;8,8;0;5;4
626;70 473;59 047;SOCIETE NOUVELLE D  ENTREPRISE DE SPECTACLES;83,4;42.701362;2.894282;307502;OCCITANIE;66136;120606;66;66601;Perpignan;203988;04-Unités urbaines de 100 000 hbts ou plus;7;32;6 658;19,4;De 50 à 80 000 entrées;A;RDJPPR;C;353;223;160;60,2;18,6;15,4;5,8;175;78,3
2609;296 118;179 733;SOCIETE NOUVELLE D  ENTREPRISE DE SPECTACLES;11;42.663168;2.880281;307543;OCCITANIE;66136;120606;66;66601;Perpignan;203988;04-Unités urbaines de 100 000 hbts ou plus;14;32;13 624;64,8;De 200 à 300 000 entrées;NON;;C;177;151;152;29,7;54,2;15,3;0,9;32;6,8
363;36 236;22 537;HADDAD PATRICIA EPOUSE BORGESON;30,3;43.692404;5.499464;308231;PROVENCE-ALPES-COTE D'AZUR;84089;20704;84;84303;Pertuis;20704;05-Unités urbaines de 20 000 à 100 000 hbts;3;32;2 856;60,8;De 30 à 40 000 entrées;E;RDJPPR;I;180;165;113;40,3;48;11,5;0,3;81;18,3
219;5 150;3 239;COMMUNE DE PEZENAS;50,7;43.460841;3.42083;309891;OCCITANIE;34199;8434;34;34215;Pézenas;10019;06-autres communes et unités urbaines;1;21;203;59;De 5 à 10 000 entrées;E;;C;73;50;0;57,9;21,1;20,3;0,7;25;52,3
100;4 133;4 077;LE CINEMA DU SOLEIL;22,8;43.22419;6.144814;310645;PROVENCE-ALPES-COTE D'AZUR;83091;6169;83;83201;Pierrefeu-du-Var;6169;06-autres communes et unités urbaines;1;29;194;1,4;De 2 à 5 000 entrées;E;;I;66;51;9;53,9;32;13,9;0,2;18;12,8
188;7 916;6 489;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;40,5;44.266447;4.644976;320783;OCCITANIE;30202;10588;30;30304;Pont-Saint-Esprit;15909;06-autres communes et unités urbaines;2;30;857;22;De 5 à 10 000 entrées;E;RDJPPR;C;105;87;17;37,8;48,6;12;1,7;39;28,8
155;9 338;7 397;CENTRE DE CONCEPTION ET DE DIFFUSION DE L IMAGE;51,1;43.404425;4.98382;321343;PROVENCE-ALPES-COTE D'AZUR;13077;16693;13;759;Marseille - Aix-en-Provence;1619129;04-Unités urbaines de 100 000 hbts ou plus;1;32;907;26,2;De 5 à 10 000 entrées;C;RDJPPR;B;240;196;7;42,1;37;14,7;6,1;107;29,9
213;4 033;3 454;COMMUNE DE PORT SAINT LOUIS;42;43.39359;4.796834;321854;PROVENCE-ALPES-COTE D'AZUR;13078;8503;13;13214;Port-Saint-Louis-du-Rhône;8503;06-autres communes et unités urbaines;1;32;599;16,8;De 2 à 5 000 entrées;E;JPPR;I;147;109;2;35,7;46,1;15,6;2,6;54;16,3
241;4 107;3 005;COMMUNE DE PORT VENDRES;38,7;42.515622;3.105129;321912;OCCITANIE;66148;4150;66;66401;Saint-Cyprien;55343;05-Unités urbaines de 20 000 à 100 000 hbts;1;32;332;36,7;De 2 à 5 000 entrées;D;;B;112;103;25;65,3;22,4;11,5;0,7;49;36
189;9 993;10 162;COMMUNE DE PRADES;36,3;42.616153;2.421654;323812;OCCITANIE;66149;6402;66;66205;Prades;9935;06-autres communes et unités urbaines;1;32;527;-1,7;De 5 à 10 000 entrées;E;JP;C;149;133;6;44,2;41,1;12,9;1,9;66;32,4
200;1 271;422;COMMUNE DE PRADES-LE-LEZ;37;43.697918;3.864705;323840;OCCITANIE;34217;5686;34;34701;Montpellier;455313;04-Unités urbaines de 100 000 hbts ou plus;1;17;68;201,2;Moins de 2000 entrées;NON;;B;33;27;0;84,9;0;13,8;1,3;10;32,1
199;7 556;6 302;LE CINEMA DU SOLEIL;41,4;43.108927;6.020419;323884;PROVENCE-ALPES-COTE D'AZUR;83098;10412;83;757;Toulon;588245;04-Unités urbaines de 100 000 hbts ou plus;1;29;328;19,9;De 5 à 10 000 entrées;C;;B;120;115;0;68;20,2;10,1;1,7;58;43,4
159;1 812;1 492;VILLE DE PRATS DE MOLLO - LA PRESTE                             ;38,5;42.403764;2.481748;324212;OCCITANIE;66150;1183;66;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;31;125;21,4;Moins de 2000 entrées;NON;;R;93;88;22;65,2;19;15,3;0,4;39;31,8
400;3 509;2 871;THEATRE DE PROPRIANO VITA E CULTURA;13,2;41.671492;8.91212;326263;CORSE;2A249;3746;2A;2A104;Propriano;4573;06-autres communes et unités urbaines;1;28;180;22,2;De 2 à 5 000 entrées;NON;;C;70;64;2;35,3;48,3;16,4;0;11;11,3
200;2 046;1 469;BOUIS ANGELE JEANNE (NÉE DELFINO);36,1;42.003231;9.362695;326741;CORSE;2B251;3703;2B;2B101;Prunelli-di-Fiumorbo;3703;06-autres communes et unités urbaines;1;21;83;39,3;De 2 à 5 000 entrées;NON;;I;39;28;0;69,5;17;13,5;0;14;40,3
100;1 407;1 153;LE CINEMA DU SOLEIL;0;43.288803;6.130491;327092;PROVENCE-ALPES-COTE D'AZUR;83100;4381;83;83111;Puget-Ville;4381;06-autres communes et unités urbaines;1;7;16;22;Moins de 2000 entrées;NON;;I;10;6;0;6,5;68,1;25,3;0;0;0
195;1 822;2 726;SOCIETE ANONYME D'ECONOMIE MIXTE DES ECRINS;6,4;44.82571;6.498622;328621;PROVENCE-ALPES-COTE D'AZUR;5110;301;5;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;12;112;-33,2;Moins de 2000 entrées;NON;;R;50;48;17;42;46,7;11,3;0;5;3,1
210;3 569;2 277;CINEM AUDE 2000 VILLATGE AL PAIS;46,3;42.875502;2.184954;329941;OCCITANIE;11304;3346;11;11109;Quillan;3658;06-autres communes et unités urbaines;1;32;251;56,7;De 2 à 5 000 entrées;E;PR;C;154;118;4;53,9;29,1;14,8;2,3;65;36,1
200;418;763;LE CINEMA DU SOLEIL;0;43.657393;6.130635;333600;PROVENCE-ALPES-COTE D'AZUR;83102;2640;83;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;8;12;-45,2;Moins de 2000 entrées;NON;;R;7;7;1;37,8;56,9;5,3;0;0;0
308;4 940;6 523;CINE GUIL;10,9;44.647615;6.629737;338342;PROVENCE-ALPES-COTE D'AZUR;5119;665;5;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;2;12;357;-24,3;De 2 à 5 000 entrées;NON;;R;35;34;8;27,4;60,5;11,8;0,4;7;3,2
2082;133 969;86 345;RIVEMOND;12;42.765685;2.868611;338590;OCCITANIE;66164;8900;66;66601;Perpignan;203988;04-Unités urbaines de 100 000 hbts ou plus;12;32;14 170;55,2;De 100 à 150 000 entrées;NON;;B;159;141;143;29,5;54,8;14,3;1,5;23;5,1
372;19 010;12 984;VILLE DE ROQUEFORT LES PINS                                     ;33,8;43.665141;7.049995;342900;PROVENCE-ALPES-COTE D'AZUR;6105;7130;6;6701;Nice;955949;04-Unités urbaines de 100 000 hbts ou plus;2;32;1 359;46,4;De 10 à 20 000 entrées;C;;B;177;165;40;47,7;33;17,8;1,5;77;26,4
112;7 657;7 060;ASSOCIATION POUR LE DEVELOPPEMENT AUDIOVISUEL EN MILIEU RURAL;10,4;43.839788;6.151962;345421;PROVENCE-ALPES-COTE D'AZUR;4172;752;4;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;27;264;8,5;De 5 à 10 000 entrées;NON;;R;63;57;0;33,7;55,2;11,1;0;11;3
172;3 820;2 397;LE CINEMA DU SOLEIL;30,9;43.561544;6.236388;350023;PROVENCE-ALPES-COTE D'AZUR;83121;3878;83;83202;Salernes;6180;06-autres communes et unités urbaines;1;29;355;59,4;De 2 à 5 000 entrées;E;;C;63;52;9;56,9;28,6;12,9;1,6;22;27,9
234;24 990;15 409;ABC CINEMA;27;43.117504;5.799215;351621;PROVENCE-ALPES-COTE D'AZUR;83123;16960;83;757;Toulon;588245;04-Unités urbaines de 100 000 hbts ou plus;1;32;1 224;62,2;De 20 à 30 000 entrées;NON;;B;91;87;78;64,4;24,1;11,5;0;26;22,6
481;29 581;42 456;VEO BASSIN DE THAU;82,5;43.404513;3.695345;362034;OCCITANIE;34301;44284;34;34502;Sète;92444;05-Unités urbaines de 20 000 à 100 000 hbts;3;32;2 382;-30,3;De 20 à 30 000 entrées;D;RD;C;195;115;82;57,6;20;16,6;5,7;92;75,5
299;25 718;8 260;VEO BASSIN DE THAU;19,9;43.408726;3.698237;362074;OCCITANIE;34301;44284;34;34502;Sète;92444;05-Unités urbaines de 20 000 à 100 000 hbts;3;32;2 400;211,4;De 20 à 30 000 entrées;D;;C;90;84;78;48,4;38;12,6;1;21;16,2
200;1 427;0;LE CINEMA DU SOLEIL;32,5;43.103927;5.878774;362614;PROVENCE-ALPES-COTE D'AZUR;83126;63654;83;757;Toulon;588245;04-Unités urbaines de 100 000 hbts ou plus;1;14;45;#DIV/0!;Moins de 2000 entrées;NON;;B;30;25;3;45,7;48,7;5,6;0;10;38,9
206;5 069;3 711;MAISON DES JEUNES ET DES LOISIRS DE SIGEAN;13,4;43.028712;2.979248;363131;OCCITANIE;11379;5627;11;11201;Sigean;5627;06-autres communes et unités urbaines;1;30;367;36,6;De 5 à 10 000 entrées;NON;;I;51;47;0;57,8;31,9;10,3;0;9;12,1
225;7 414;5 006;MICHEL GUY HENRI PIERRE;10,6;44.194031;5.94255;364121;PROVENCE-ALPES-COTE D'AZUR;4209;7817;4;4204;Sisteron;7817;06-autres communes et unités urbaines;2;31;746;48,1;De 5 à 10 000 entrées;NON;;I;80;74;22;50,1;36;10,3;3,5;13;7,5
450;86 245;53 113;L'YRE SIX N'ETOILES;25,1;43.093086;5.83938;364205;PROVENCE-ALPES-COTE D'AZUR;83129;34215;83;757;Toulon;588245;04-Unités urbaines de 100 000 hbts ou plus;3;32;3 285;62,4;De 80 à 100 000 entrées;C;JPPR;B;175;143;94;42,1;43,6;13,2;1,1;66;14,1
200;423;243;BEL ARIA;0;41.904436;9.388834;364632;CORSE;2B283;727;2B;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;7;35;74,1;Moins de 2000 entrées;NON;;R;21;20;1;32,5;47;20,5;0;0;0
178;5 313;2 791;MJV                                                             ;18,6;43.190268;6.038903;364945;PROVENCE-ALPES-COTE D'AZUR;83130;11673;83;757;Toulon;588245;04-Unités urbaines de 100 000 hbts ou plus;1;30;214;90,4;De 5 à 10 000 entrées;NON;;B;53;45;4;58,6;32,5;8,9;0;10;11,2
150;103;73;LE CINEMA DU SOLEIL;0;43.19314;6.005894;364961;PROVENCE-ALPES-COTE D'AZUR;83131;5803;83;757;Toulon;588245;04-Unités urbaines de 100 000 hbts ou plus;1;3;4;41,1;Moins de 2000 entrées;NON;;B;4;4;0;41,7;58,3;0;0;0;0
296;28 156;20 300;CINEMA LE VENISE;28,8;43.782561;4.087698;365434;OCCITANIE;30321;5034;30;30208;Sommières;7962;06-autres communes et unités urbaines;3;32;2 112;38,7;De 20 à 30 000 entrées;E;;C;114;104;61;50,4;38,7;10,3;0,6;41;21,6
212;2 134;2 162;SAINT JEAN ASSOCIATION;76;44.682199;6.075234;376802;PROVENCE-ALPES-COTE D'AZUR;5132;2123;5;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;28;69;-1,3;De 2 à 5 000 entrées;NON;;R;36;26;0;70,6;10;14,8;4,5;20;68,8
152;11 718;9 525;COMMUNAUTE DE COMMUNES DES TERRES D APCHER MARGUERIDE AUBRAC;42;44.803412;3.275679;378233;OCCITANIE;48140;4771;48;48103;Saint-Chély-d'Apcher;4771;06-autres communes et unités urbaines;1;32;777;23;De 10 à 20 000 entrées;E;RDJP;I;145;118;3;42;44,5;10,7;2,9;63;22,3
110;10 186;6 168;ASSOCIATION POUR LA PROMOTION DU CINEMA A SAINT CYR SUR MER;16,5;43.19174;5.713725;381260;PROVENCE-ALPES-COTE D'AZUR;83112;11829;83;757;Toulon;588245;04-Unités urbaines de 100 000 hbts ou plus;1;32;695;65,1;De 10 à 20 000 entrées;NON;;B;122;103;29;44,6;43,4;10,3;1,7;37;13,7
250;2 807;3 688;CINEGIL;4,9;44.225131;6.93274;384051;PROVENCE-ALPES-COTE D'AZUR;6120;1673;6;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;14;163;-23,9;De 2 à 5 000 entrées;NON;;R;42;41;2;45,7;46,2;8;0;3;1,2
299;1 961;1 065;SOLUTIONS BUREAUTIQUE CORSE;1,7;42.676812;9.302536;385371;CORSE;2B298;1694;2B;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;10;63;84,1;Moins de 2000 entrées;NON;;R;35;31;4;49,1;42,2;8,5;0,2;1;0,8
100;14 576;14 528;CINECO;57,3;44.217236;3.808519;388371;OCCITANIE;48155;462;48;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;41;649;0,3;De 10 à 20 000 entrées;E;RDJP;R;60;23;1;66,7;20,9;8;4,4;16;51,2
176;925;764;COMMUNE DE SAINT LAURENT DE CERDANS;18,9;42.38271;2.614735;396771;OCCITANIE;66179;1084;66;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;30;42;21,1;Moins de 2000 entrées;NON;;R;41;37;8;71,1;17,5;11,4;0;7;14,7
150;2 186;2 106;POLYMAGES;38;43.074223;5.927991;399893;PROVENCE-ALPES-COTE D'AZUR;83153;6048;83;757;Toulon;588245;04-Unités urbaines de 100 000 hbts ou plus;1;29;158;3,8;De 2 à 5 000 entrées;C;;B;94;90;0;64,4;26,3;8,4;0,9;40;38,5
134;7 061;5 469;CENTRE DE DEVELOPPEMENT CULTUREL;22;43.638749;4.813461;402493;PROVENCE-ALPES-COTE D'AZUR;13097;13861;13;13301;Saint-Martin-de-Crau;13861;06-autres communes et unités urbaines;1;30;487;29,1;De 5 à 10 000 entrées;E;;I;95;81;0;40,2;47,8;11,7;0,3;21;12,5
120;3 284;3 140;SARL DES CINEMAS DE LA ROSIERE                                  ;24,7;44.073396;7.263839;404350;PROVENCE-ALPES-COTE D'AZUR;6127;1439;6;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;28;173;4,6;De 2 à 5 000 entrées;NON;;R;48;43;2;74,8;21,3;3,2;0,7;19;22,1
450;60 917;36 816;LES CINEMAS DE SAINTE MAXIME;13,4;43.32495;6.62431;405462;PROVENCE-ALPES-COTE D'AZUR;83115;14457;83;83310;Sainte-Maxime;19070;06-autres communes et unités urbaines;3;32;2 739;65,5;De 50 à 80 000 entrées;NON;;C;112;99;68;38,4;45,8;15,8;0;25;9,1
140;21 783;11 937;LA COTENTINE;13,6;43.453509;5.860383;405509;PROVENCE-ALPES-COTE D'AZUR;83116;17063;83;83309;Saint-Maximin-la-Sainte-Baume;17063;06-autres communes et unités urbaines;1;32;786;82,5;De 20 à 30 000 entrées;NON;;I;86;70;38;35,9;52;11;1,1;20;9,4
260;2 573;2 042;SOC VIALE ET D ORTA;10,5;42.366924;9.53137;407321;CORSE;2B313;2053;2B;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;9;60;26;De 2 à 5 000 entrées;NON;;R;38;35;1;38;45,7;16,3;0;5;5,6
98;2 066;1 391;OFFICE CULTUREL CLERMONTAIS;25,9;43.528827;3.517645;409142;OCCITANIE;34281;2330;34;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;16;73;48,5;De 2 à 5 000 entrées;NON;;R;39;30;0;39,8;35,7;22,8;1,7;10;31,7
172;1 348;1 673;CINEMAGINAIRE;38;42.811446;2.505248;409463;OCCITANIE;66187;1818;66;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;30;102;-19,4;Moins de 2000 entrées;E;;R;83;74;13;64,9;25;9;1,1;35;16,8
155;3 702;2 515;BRIQUE BERNARD;23,4;43.48939;2.758039;412415;OCCITANIE;34284;2018;34;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;29;637;47,2;De 2 à 5 000 entrées;E;;R;93;82;7;51,6;30,8;17,6;0;26;19,9
190;17 381;12 436;ASSOCIATION CINE PALACE;39,1;43.788778;4.829098;414162;PROVENCE-ALPES-COTE D'AZUR;13100;10042;13;13302;Saint-Rémy-de-Provence;13087;06-autres communes et unités urbaines;1;32;852;39,8;De 10 à 20 000 entrées;E;JP;C;190;160;29;48,3;32;15,6;4,1;88;32,2
168;5 002;2 378;COMMUNE DE SAINT TROPEZ;22;43.269837;6.635574;418633;PROVENCE-ALPES-COTE D'AZUR;83119;4179;83;83304;Saint-Tropez;8945;06-autres communes et unités urbaines;1;31;508;110,3;De 5 à 10 000 entrées;NON;;C;50;43;7;64,1;11,8;23,5;0,5;14;14,3
218;2 571;2 020;COMMUNE DE SAINTE TULLE;36,6;43.786667;5.762877;418651;PROVENCE-ALPES-COTE D'AZUR;4197;3485;4;4401;Manosque;31885;05-Unités urbaines de 20 000 à 100 000 hbts;1;31;189;27,3;De 2 à 5 000 entrées;D;;B;130;111;2;57,8;29,3;11,4;1,5;44;26,2
336;10 605;6 987;JOURCIN DIDIER;13,6;43.806585;4.660803;421932;PROVENCE-ALPES-COTE D'AZUR;13108;15333;13;456;Beaucaire;31190;05-Unités urbaines de 20 000 à 100 000 hbts;2;29;1 076;51,8;De 10 à 20 000 entrées;D;JP;B;84;75;36;38,4;49,5;11,1;1;19;8,4
157;1 161;1 175;ASSOCIATION MAISON DES JEUNES ET DE LA CULTURE;18;44.08886;7.593211;423501;PROVENCE-ALPES-COTE D'AZUR;6163;2228;6;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;29;63;-1,2;Moins de 2000 entrées;NON;;R;63;61;0;40,7;50,7;8,5;0;11;14,4
386;40 177;40 238;ASSOCIATION CINEMA LE ROYAL - TOULON;98,4;43.124501;5.96296;429951;PROVENCE-ALPES-COTE D'AZUR;83137;178065;83;757;Toulon;588245;04-Unités urbaines de 100 000 hbts ou plus;3;31;2 606;-0,2;De 40 à 50 000 entrées;A;RDPR;C;128;91;78;59;13;19,6;8,4;89;99,6
